picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 115200
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : yes
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
5.696604 1.414445 29.467369 -2.473411 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.473411 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.473411 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.473411 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.473411 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.473411 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.473411 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.473411 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.473411 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.473411 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.473411 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.473411 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.473411 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
5.696604 1.414445 29.467369 -2.471349 0.000000, 5.870362 -5.991223
set,/imu/encoder_heading,0.
set,/imu/encoder_pos/x,0
set,/imu/encoder_pos/y,0
set,/encoder/0/value,0
set,/encoder/1/value,0
set,/imu/heading,0.-5.163563 2.917517 -29.467325 -2.471349 -286.553253, 0.000000 0.000000
-5.163563 2.917517 -29.467325 -2.471349 0.000000, 0.000000 0.000000
-5.163563 2.917517 -29.467325 -2.471349 0.000000, 0.000000 0.000000
-5.163563 2.917517 -29.467325 -2.471349 0.000000, 0.000000 0.000000
-5.163563 2.917517 -29.467325 -2.471349 0.000000, 0.000000 0.000000
-5.163563 2.917517 -29.467325 -2.471349 0.000000, 0.000000 0.000000

-5.163563 2.917517 -29.467325 0.000000 0.000000, 0.000000 0.000000
-5.163563 2.917517 -29.467325 0.000000 0.000000, 0.000000 0.000000
-5.163563 2.917517 -29.467325 0.000000 0.000000, 0.000000 0.000000
