picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 115200
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : yes
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
0.000059 0.000000 0.086754 0.460970 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.460970 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.460970 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.460970 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.460970 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.460970 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.460970 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.460970 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.460970 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.460970 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.460970 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.460970 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.460970 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.460970 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.460970 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.460970 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.460970 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.463160 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.463160 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.461183 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.461183 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.461183 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.461183 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.461183 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.461183 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.461183 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.461183 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.461183 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.461183 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.461183 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.461183 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.461183 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.461183 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.461183 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.461183 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.461183 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.461183 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.461183 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.461183 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.461183 0.000000, -0.000119 -0.000237
0.000059 0.000000 0.086754 0.461183 0.000000, -0.000119 -0.000237
set,/imu/encoder_heading,0.
set,/imu/encoder_pos/x,0
set,/imu/encoder_pos/y,0
set,/encoder/0/value,00.000059 0.000000 0.000000 0.461183 0.000000, -0.000119 -0.000237

set,/encoder/1/value,0
set,/imu/heading,0.-0.000059 0.000000 -0.086754 0.461183 0.000000, 0.000000 0.000000
-0.000059 0.000000 -0.086754 0.461183 0.000000, 0.000000 0.000000
-0.000059 0.000000 -0.086754 0.461183 0.000000, 0.000000 0.000000
-0.000059 0.000000 -0.086754 0.461183 0.000000, 0.000000 0.000000

-0.000059 0.000000 -0.086754 0.000000 0.000000, 0.000000 0.000000
-0.000059 0.000000 -0.086754 0.000000 0.000000, 0.000000 0.000000
-0.000059 0.000000 -0.086754 0.000000 0.000000, 0.000000 0.000000
-0.000059 0.000000 -0.086754 0.000000 0.000000, 0.000000 0.000000
-0.000059 0.000000 -0.086754 0.000000 0.000000, 0.000000 0.000000
-0.000059 0.000000 -0.086754 0.000000 0.000000, 0.000000 0.000000
-0.000059 0.000000 -0.086754 0.000000 0.000000, 0.000000 0.000000
set,/imu/encoder_heading,0.
set,/imu/encoder_pos/x,0
set,/imu/encoder_pos/y,0
set,/encoder/0/value,0-0.000059 0.000000 0.000000 0.000000 0.000000, 0.000000 0.000000

set,/encoder/1/value,0
set,/imu/heading,0.0.000000 0.000000 0.000000 0.000000 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000, 0.000000 0.000000

0.000000 0.000000 0.000000 0.000000 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.002335 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 -0.010360 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.005237 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.001642 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.001642 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 0.006748 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 -0.015252 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 -0.009753 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 -0.022503 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 -0.121934 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 -0.133370 0.000000, 0.000000 0.000000
0.000000 0.000000 0.000000 -0.133370 0.000000, 0.000000 0.000000
0.000119 0.000000 0.057836 -0.139817 0.003009, 0.000000 -0.000237
0.000771 0.000002 0.318097 0.000132 0.011457, 0.000119 -0.001423
0.003617 0.000042 1.012127 0.582843 0.045135, 0.001542 -0.005693
0.010376 0.000179 1.069963 0.620555 0.077375, 0.008184 -0.012572
0.020279 0.000333 0.809702 0.404013 0.114341, 0.018621 -0.021942
0.032079 0.000527 1.069963 0.493818 0.126087, 0.029889 -0.034278
0.045656 0.000823 1.388061 0.662382 0.141422, 0.042817 -0.048510
0.061366 0.001257 1.648323 1.037598 0.157609, 0.057999 -0.064760
0.078082 0.001763 1.821828 1.174441 0.171511, 0.074367 -0.081839
0.095686 0.002319 1.792911 1.144223 0.177676, 0.092039 -0.099393
0.114537 0.002861 1.619404 1.134157 0.201591, 0.111254 -0.117896
0.135107 0.003449 1.648321 1.102576 0.200602, 0.131773 -0.138534
0.154668 0.004030 1.821830 0.938479 0.180538, 0.150987 -0.158460
0.172744 0.004693 2.139928 0.851511 0.189575, 0.168423 -0.177200
0.191117 0.005332 1.966419 0.778682 0.174802, 0.187163 -0.195228
0.209371 0.005979 2.082089 0.734959 0.198592, 0.205191 -0.213731
0.228807 0.006763 2.544776 0.851155 0.183408, 0.223694 -0.234131
0.249893 0.007812 3.007463 0.882468 0.210628, 0.243857 -0.256192
0.271982 0.008981 2.978551 0.881118 0.217797, 0.266037 -0.278253
0.294017 0.010068 2.747204 0.691281 0.219655, 0.288572 -0.299840
0.316769 0.011015 2.168847 0.508482 0.223517, 0.312531 -0.321426
0.340829 0.011933 2.111008 0.429081 0.243726, 0.336727 -0.345385
0.365364 0.012845 2.053170 0.550764 0.237846, 0.361397 -0.369818
0.389074 0.013586 1.648321 0.271696 0.249744, 0.385949 -0.392710
0.413085 0.014160 1.445894 0.325216 0.223517, 0.410382 -0.416312
0.438515 0.014910 1.763991 0.464993 0.264789, 0.435171 -0.442406
0.462577 0.015779 2.284510 0.439312 0.249320, 0.458181 -0.467551
0.487466 0.016740 2.053169 0.473289 0.246723, 0.483563 -0.491984
0.511531 0.017500 1.706167 0.156064 0.234992, 0.508352 -0.515350
0.536486 0.018255 1.619409 -0.043803 0.258772, 0.533497 -0.540139
0.561801 0.018901 1.416988 -0.049125 0.264790, 0.559235 -0.565046
0.586578 0.019651 1.879668 -0.038738 0.240711, 0.583075 -0.590784
0.612003 0.020565 2.139927 -0.141975 0.261781, 0.607982 -0.616759
0.638137 0.021575 2.226685 -0.131638 0.260784, 0.633957 -0.643090
0.663442 0.022511 2.139912 0.176351 0.249744, 0.659458 -0.668235
0.688744 0.023538 2.515849 0.313524 0.246441, 0.684010 -0.694329
0.714338 0.024665 2.515863 0.242770 0.261781, 0.709629 -0.719948
0.739812 0.025828 2.573687 0.219821 0.234980, 0.735011 -0.745567
0.765641 0.027033 2.862881 0.285650 0.252753, 0.760274 -0.772017
0.790984 0.028439 3.152059 0.332300 0.252173, 0.785063 -0.797992
0.815431 0.029919 3.759321 0.344790 0.249744, 0.808310 -0.823729
0.840998 0.031557 3.701497 0.313902 0.246735, 0.834048 -0.849230
0.865083 0.033140 3.730416 0.566080 0.243575, 0.858126 -0.873426
0.890404 0.034900 4.077419 0.683544 0.252753, 0.882796 -0.899520
0.915952 0.036807 4.366612 0.803111 0.249308, 0.907822 -0.925732
0.941379 0.038738 4.366598 0.713251 0.276825, 0.933323 -0.951232
0.966623 0.040740 4.511195 0.733966 0.240711, 0.958349 -0.976852
0.991923 0.042773 4.626873 0.727674 0.282827, 0.983494 -1.002471
1.017393 0.044916 5.002780 0.658400 0.252183, 1.008283 -1.028802
1.042793 0.047182 5.234135 0.708783 0.249747, 1.033309 -1.054777
1.067468 0.049560 5.523328 0.731260 0.226382, 1.057505 -1.080159
1.093204 0.052046 5.523329 0.699765 0.252750, 1.083361 -1.106015
1.118236 0.054425 5.349813 0.688510 0.249308, 1.108862 -1.130804
1.144276 0.056852 5.320894 0.543229 0.252174, 1.135074 -1.156898
1.170552 0.059305 5.291974 0.492623 0.267799, 1.161524 -1.183229
1.195703 0.061693 5.465490 0.563242 0.232114, 1.186431 -1.208848
1.220731 0.064112 5.581167 0.539909 0.267799, 1.211339 -1.234230
1.245937 0.066534 5.552248 0.534253 0.246359, 1.236721 -1.259494
1.270071 0.068955 5.986009 0.386060 0.240717, 1.260087 -1.284638
1.294716 0.071625 6.333011 0.464300 0.243577, 1.284164 -1.310139
1.319573 0.074531 6.969206 0.622623 0.252750, 1.307885 -1.336470
1.345411 0.077724 6.998126 0.362198 0.264790, 1.333861 -1.362563
1.371140 0.080823 6.853559 0.043502 0.258772, 1.360073 -1.388183
1.395932 0.083776 6.708962 0.012719 0.234702, 1.385336 -1.412853
1.421563 0.086700 6.390879 -0.131313 0.234980, 1.411786 -1.437998
1.447270 0.089475 5.928199 -0.372605 0.258772, 1.438591 -1.462906
1.472402 0.092042 5.986008 -0.530068 0.255049, 1.463736 -1.488287
1.497292 0.094656 6.101685 -0.460087 0.231690, 1.488525 -1.513551
1.522359 0.097283 5.899251 -0.548956 0.246443, 1.514144 -1.538340
1.547543 0.099926 5.928170 -0.635259 0.255763, 1.539407 -1.563722
1.573158 0.102434 5.407651 -0.658059 0.273803, 1.566213 -1.588392
1.598081 0.104700 5.234136 -0.775715 0.206325, 1.591595 -1.613063
1.623411 0.107080 5.320894 -0.901326 0.267799, 1.616858 -1.638682
1.647387 0.109284 5.263055 -0.807659 0.231690, 1.641054 -1.662641
1.670829 0.111470 5.465490 -0.788836 0.243586, 1.664182 -1.686599
1.694434 0.113824 5.812522 -0.588489 0.222665, 1.687192 -1.711033
1.718095 0.116209 5.667925 -0.926149 0.228681, 1.711270 -1.734517
1.743176 0.118688 5.696845 -1.070104 0.240746, 1.736414 -1.759780
1.768139 0.121163 5.552248 -1.171152 0.249732, 1.761796 -1.784569
1.792746 0.123633 5.754683 -1.209837 0.234980, 1.786111 -1.809714
1.817104 0.126188 6.304092 -1.120652 0.246732, 1.809477 -1.835333
1.841671 0.129019 6.853559 -0.786979 0.240717, 1.833080 -1.861190
1.867330 0.132212 7.200562 -0.563258 0.260781, 1.858224 -1.887758
1.893217 0.135484 7.431917 -0.574545 0.252753, 1.883844 -1.914326
1.918115 0.139001 8.415115 0.073800 0.243580, 1.906972 -1.941487
1.942844 0.142843 8.993472 0.445691 0.246735, 1.930812 -1.967699
1.968780 0.147026 9.253717 0.683473 0.264787, 1.956550 -1.994504
1.993521 0.151172 9.629668 0.914768 0.252174, 1.980865 -2.020361
2.019007 0.155528 9.976728 1.051002 0.258772, 2.006009 -2.046929
2.044795 0.160226 10.612896 1.294676 0.255037, 2.030917 -2.074446
2.069543 0.164998 10.988818 1.395835 0.261764, 2.055350 -2.100421
2.094807 0.169916 11.104496 1.507902 0.246448, 2.080851 -2.126396
2.120114 0.174918 11.364741 1.503425 0.234980, 2.106114 -2.152727
2.145443 0.180114 11.827451 1.368046 0.267796, 2.131022 -2.179532
2.170747 0.185434 11.943128 1.265417 0.264790, 2.156641 -2.205626
2.196631 0.190874 11.827451 1.091033 0.257906, 2.183328 -2.231838
2.221901 0.196062 11.682825 1.011823 0.246735, 2.209421 -2.257339
2.247819 0.201334 11.451471 0.807333 0.249293, 2.236345 -2.283314
2.272979 0.206470 11.596097 0.647083 0.240717, 2.261727 -2.309289
2.298135 0.211624 11.567208 0.528414 0.258772, 2.287465 -2.334908
2.323858 0.216964 11.711775 0.400193 0.252186, 2.313440 -2.361476
2.349154 0.222320 12.058806 0.268377 0.258759, 2.338585 -2.388044
2.374212 0.227652 12.116588 0.090176 0.261791, 2.364086 -2.413782
2.400015 0.233185 12.029859 -0.021320 0.252150, 2.390654 -2.439994
2.424311 0.238395 12.174425 -0.274076 0.243717, 2.415205 -2.465139
2.449430 0.243727 11.914181 -0.545733 0.267796, 2.441418 -2.490284
2.475331 0.249082 11.624987 -0.745129 0.266506, 2.468460 -2.516140
2.500489 0.254227 11.364742 -0.867759 0.249323, 2.494673 -2.541285
2.526405 0.259515 11.653936 -0.932923 0.270808, 2.520529 -2.568328
2.551874 0.264910 12.145535 -0.551398 0.252747, 2.545555 -2.595370
2.577628 0.270667 12.868490 -0.258223 0.263631, 2.570463 -2.623243
2.603454 0.276644 13.128794 -0.034765 0.273820, 2.596438 -2.650286
2.628628 0.282548 13.244412 0.199199 0.279832, 2.622057 -2.676379
2.654547 0.288648 13.388979 0.280257 0.243580, 2.648388 -2.703303
2.680750 0.294837 13.331199 0.284552 0.276820, 2.675430 -2.730108
2.705055 0.300545 13.360089 0.395188 0.225668, 2.700338 -2.755135
2.730720 0.306691 13.504714 0.481992 0.249294, 2.726432 -2.781821
2.755544 0.312525 13.099843 0.475260 0.273814, 2.752763 -2.806492
2.780677 0.318342 13.070895 0.415569 0.246443, 2.778619 -2.832230
2.805296 0.324270 13.736010 0.372587 0.276812, 2.802578 -2.858916
2.830625 0.330540 13.851688 0.211829 0.264790, 2.828434 -2.885247
2.855947 0.336838 13.967366 0.298131 0.269357, 2.854290 -2.911578
2.880370 0.342817 13.851688 0.179201 0.240705, 2.879673 -2.936486
2.903972 0.348662 13.793908 0.246076 0.258772, 2.904106 -2.960682
2.928699 0.354648 13.591444 -0.027617 0.243592, 2.929962 -2.985708
2.952865 0.360431 13.446877 -0.223543 0.232128, 2.955107 -3.010260
2.978697 0.366642 13.678174 -0.233746 0.264790, 2.981201 -3.037302
3.004148 0.372914 14.083044 -0.274666 0.288877, 3.006583 -3.064345
3.030452 0.379440 13.822742 -0.338832 0.255104, 3.034218 -3.090913
3.055530 0.385490 13.504659 -0.481587 0.255043, 3.060668 -3.116057
3.081379 0.391629 13.273362 -0.555895 0.273814, 3.087710 -3.142151
3.106577 0.397685 13.591446 -0.574866 0.257906, 3.112974 -3.168719
3.130947 0.403634 13.793852 -0.250528 0.234997, 3.137644 -3.194220
3.155550 0.409872 14.545697 -0.041180 0.249747, 3.161484 -3.221144
3.179980 0.416308 14.834890 -0.034912 0.264790, 3.186155 -3.247000
3.204978 0.422915 14.834949 0.088812 0.252186, 3.212011 -3.272857
3.230605 0.429697 14.863781 0.135999 0.249311, 3.238461 -3.299425
3.255264 0.436194 14.690321 0.099951 0.258752, 3.264317 -3.324569
3.279400 0.442580 15.008405 0.238287 0.234980, 3.288631 -3.350189
3.301953 0.448690 15.528953 0.680139 0.240711, 3.310930 -3.374622
3.325998 0.455627 16.396473 0.866450 0.249323, 3.334177 -3.401427
3.351008 0.463068 16.627769 0.934793 0.252753, 3.359796 -3.427995
3.375422 0.470434 16.801285 1.126146 0.264857, 3.384941 -3.453852
3.399273 0.477612 16.916964 1.352602 0.240711, 3.409611 -3.478997
3.424700 0.485314 16.685665 1.442448 0.279839, 3.436654 -3.505090
3.450247 0.492823 16.309742 1.188034 0.252174, 3.464052 -3.530947
3.475064 0.500079 16.309685 0.920162 0.249741, 3.489908 -3.556803
3.499416 0.507239 16.309687 0.674373 0.267788, 3.515290 -3.582185
3.524524 0.514557 16.165119 0.470906 0.269369, 3.541740 -3.608042
3.548961 0.521635 16.251907 0.215374 0.252741, 3.567003 -3.633661
3.573829 0.528930 16.569992 0.072136 0.249311, 3.592267 -3.660229
3.597620 0.536099 16.772398 -0.080124 0.258778, 3.616700 -3.685492
3.622838 0.543674 16.714560 -0.267541 0.282859, 3.643149 -3.711704
3.648198 0.551393 16.974861 -0.388367 0.257906, 3.669124 -3.738747
3.673491 0.559130 16.916964 -0.594526 0.279826, 3.695693 -3.765078
3.698221 0.566677 17.032640 -0.461764 0.246748, 3.721312 -3.791172
3.721406 0.574003 17.668865 -0.239703 0.237843, 3.744322 -3.816791
3.744461 0.581344 17.495348 -0.187506 0.243729, 3.768873 -3.840631
3.768698 0.588882 17.264055 -0.346374 0.255760, 3.794730 -3.865539
3.793876 0.596789 17.639977 -0.246830 0.276826, 3.820349 -3.892700
3.818578 0.604819 18.044788 -0.154318 0.232111, 3.845494 -3.919505
3.844363 0.613164 17.900221 -0.040552 0.273814, 3.872892 -3.946310
3.868436 0.621023 18.276142 -0.125563 0.273806, 3.897444 -3.972404
3.893695 0.629450 18.478548 -0.154419 0.260769, 3.923656 -3.999446
3.918131 0.637530 18.189413 -0.127912 0.257924, 3.949987 -4.024591
3.942088 0.645361 18.044846 -0.290363 0.261784, 3.975488 -4.049499
3.966939 0.653508 18.015898 -0.362953 0.267802, 4.001700 -4.075593
3.991848 0.661670 18.189358 -0.424059 0.276840, 4.027556 -4.102160
4.016316 0.669652 18.015902 -0.507911 0.240700, 4.053650 -4.127542
4.041437 0.677931 18.305037 -0.352064 0.270802, 4.079506 -4.154585
4.064695 0.685607 18.160412 -0.409096 0.243729, 4.104296 -4.178781
4.088108 0.693195 17.842329 -0.595523 0.240711, 4.129559 -4.202740
4.110443 0.700451 18.189478 -0.579271 0.234985, 4.152331 -4.226936
4.133286 0.708061 18.709850 -0.473462 0.228681, 4.175342 -4.252080
4.155772 0.715801 19.259287 -0.082179 0.252766, 4.197996 -4.276988
4.179804 0.724330 19.606318 0.205881 0.260794, 4.222785 -4.303200
4.203846 0.733006 20.040195 0.241078 0.243742, 4.247455 -4.329650
4.227741 0.741911 20.676361 0.565997 0.257924, 4.271651 -4.356455
4.252104 0.751254 20.907717 0.677027 0.267802, 4.297270 -4.383023
4.275776 0.760412 21.139071 0.700410 0.267802, 4.322177 -4.408880
4.299389 0.769561 21.167902 0.727121 0.232128, 4.347441 -4.434262
4.321970 0.778415 21.601664 0.807818 0.240717, 4.370807 -4.459406
4.345521 0.787721 21.457151 0.681997 0.261764, 4.396426 -4.484433
4.369087 0.796991 21.543882 0.433591 0.243580, 4.421571 -4.509933
4.393333 0.806635 21.775238 0.408535 0.267790, 4.447190 -4.536501
4.417223 0.816369 22.382456 0.382671 0.267816, 4.471742 -4.563544
4.439872 0.825847 22.903063 0.446766 0.229248, 4.495226 -4.589163
4.463558 0.835766 22.758434 0.251546 0.258778, 4.521201 -4.614545
4.486949 0.845618 22.874111 0.143307 0.249306, 4.546346 -4.640164
4.510088 0.855307 22.671705 -0.043336 0.234985, 4.571846 -4.664835
4.533496 0.865124 22.671703 -0.173864 0.267802, 4.597229 -4.690217
4.556532 0.874903 23.134295 -0.253890 0.225681, 4.621306 -4.716192
4.579932 0.884889 23.163242 -0.254018 0.237854, 4.646688 -4.741693
4.603177 0.894782 23.105345 -0.446413 0.237854, 4.672070 -4.766837
4.626768 0.904771 22.874105 -0.587818 0.261764, 4.698164 -4.791982
4.650220 0.914634 22.671700 -0.633944 0.261790, 4.724020 -4.817008
4.674667 0.924883 22.758429 -0.628746 0.255054, 4.750351 -4.843695
4.698011 0.934695 22.903053 -0.703082 0.246437, 4.775377 -4.869314
4.721465 0.944705 23.076511 -0.690686 0.261778, 4.800522 -4.895171
4.745078 0.954794 23.163240 -0.797385 0.237854, 4.826023 -4.921027
4.769440 0.965244 23.250086 -0.540928 0.260757, 4.852353 -4.947714
4.792000 0.975081 23.683847 -0.415136 0.246729, 4.876075 -4.973215
4.813998 0.984868 24.319895 -0.115275 0.232128, 4.898848 -4.998596
4.835852 0.994831 24.464640 0.393636 0.226380, 4.922569 -5.022911
4.859100 1.005455 24.551369 0.404880 0.261764, 4.947951 -5.048649
4.882001 1.015981 24.580202 0.194813 0.249329, 4.973096 -5.073912
4.904606 1.026299 24.435694 0.079686 0.264790, 4.998240 -5.098464
4.927937 1.036885 24.435577 0.123579 0.261778, 5.023860 -5.124083
4.950224 1.047041 24.637983 0.056185 0.232128, 5.047937 -5.148991
4.973178 1.057450 24.262117 -0.183852 0.261778, 5.073912 -5.173424
4.996011 1.067697 23.972866 -0.476048 0.252753, 5.099532 -5.197857
5.019026 1.077824 23.625950 -0.677958 0.252187, 5.125388 -5.222290
5.042336 1.087870 23.336815 -0.987294 0.252728, 5.151363 -5.247079
5.065157 1.097699 23.134407 -1.137736 0.252766, 5.176626 -5.271513
5.088295 1.107542 22.960833 -1.420122 0.237717, 5.202127 -5.296301
5.110893 1.117143 23.134291 -1.640698 0.240746, 5.226323 -5.321209
5.133594 1.126952 23.568050 -1.794987 0.246729, 5.250163 -5.346828
5.156564 1.137034 23.828352 -1.775228 0.273826, 5.274715 -5.372447
5.179253 1.147164 24.435570 -1.493870 0.249753, 5.298318 -5.398541
5.200851 1.157395 25.968206 -0.247248 0.226369, 5.319074 -5.425583
5.222448 1.168303 27.240658 0.731908 0.252753, 5.340661 -5.452389
5.244933 1.179952 27.385281 0.896739 0.255043, 5.365687 -5.478008
5.266787 1.191400 27.732313 0.989494 0.246729, 5.389646 -5.503390
5.288954 1.203014 27.674534 0.985095 0.261778, 5.414790 -5.528298
5.311026 1.214556 27.558739 0.649861 0.240700, 5.439935 -5.552968
5.332031 1.225450 27.356335 0.431738 0.234705, 5.464013 -5.576215
5.351832 1.235702 27.356451 0.173132 0.206312, 5.486310 -5.598514
5.372325 1.246296 27.269608 -0.082171 0.252779, 5.509558 -5.621405
5.393855 1.257336 27.038252 -0.437016 0.246753, 5.534228 -5.645126
5.415185 1.268116 26.777948 -0.608603 0.226402, 5.558661 -5.668492
